사건번호,사건명,case,year,month,day,해양사고발생(시),해양사고발생(분),해양사고발생시간대,계절,해양사고장소(위),해양사고장소(위도),해양사고장소(위분),해양사고장소(위초),해양사고장소(경),해양사고장소(경도),해양사고장소(경분),해양사고장소(경초),해양사고발생지역(대),해양사고발생지역(중),해양사고발생지역(통계용),선박명,선박중요도,선박톤수,톤수범위(통계용),선박용도(통계용),사망합계(선원_여객_기타),실종합계(선원_여객_기타),인명피해합계(사망_실종),부상합계(선원_여객_기타),총합(사망_실종_부상),lat,lon,lat2,lon2,timestamp
BS-2019-0560,일반화물선 일신프린세스로얄·낚시어선 체리피쉬호 충돌사건,충돌,2019,8,17,22,53,20:00~24:00,여름,북,34.0,44,0,동,128.0,16,0,국내,남해영해,남해영해,일신프린세스로얄호,1,5591.0,"5,000~10,000톤미만",화물선,0,0,0,0,0,34.733333333333334,128.26666666666668,34.73,128.27,2019-08-17
BS-2019-0580,어선 선진호·석유제품운반선 아쿠아마린 충돌사건,충돌,2019,8,23,5,20,04:00~08:00,여름,북,35.0,19,0,동,129.0,42,0,국외,동해공해,동해공해,선진호,1,9.77,5~10톤미만,어선,0,0,0,0,0,35.31666666666667,129.7,35.32,129.7,2019-08-23
BS-2019-0596,어선 카피탄마슬로베츠·어획물운반선 헬시8 충돌사건,충돌,2019,7,29,11,14,08:00~12:00,여름,북,35.0,3,54,동,129.0,0,41,국내,남해영해,남해영해,카피탄마슬로베츠,1,4407.0,"1,000~5,000톤미만",어선,0,0,0,0,0,35.065,129.0113888888889,35.06,129.01,2019-07-29
BS-2019-0616,어선 제9청양호ㆍ어선 부광호 충돌사건,충돌,2019,9,2,6,14,04:00~08:00,가을,북,35.0,33,0,동,129.0,28,0,국내,동해영해,동해영해,제9청양호,1,67.0,50~100톤미만,어선,0,0,0,0,0,35.55,129.46666666666667,35.55,129.47,2019-09-02
BS-2019-0621,기타선 제2신화호·어선 제11만물호 충돌사건,충돌,2019,9,3,21,22,20:00~24:00,가을,북,35.0,6,24,동,128.0,40,58,국내,남해영해,남해영해,제2신화호,1,16.0,15~20톤미만,기타선,0,0,0,0,0,35.10666666666667,128.68277777777777,35.11,128.68,2019-09-03
BS-2019-0625,어선 제56청광호·어선 신전호 충돌사건,충돌,2019,9,4,20,27,20:00~24:00,가을,북,34.0,55,27,동,128.0,31,32,국내,남해영해,남해영해,제56청광호,1,52.0,50~100톤미만,어선,0,0,0,0,0,34.924166666666665,128.52555555555557,34.92,128.53,2019-09-04
BS-2019-0648,예인선 제2001해영호·어선 제17연정호 충돌사건,충돌,2019,7,24,8,40,08:00~12:00,여름,북,34.0,55,35,동,128.0,3,58,국내,서해영해,서해영해,제2001해영호,1,51.0,50~100톤미만,예인선,0,0,0,0,0,34.92638888888889,128.06611111111113,34.93,128.07,2019-07-24
BS-2019-0649,낚시어선 뉴명성호·어선 재용호 충돌사건,충돌,2019,8,25,6,26,04:00~08:00,여름,북,34.0,44,19,동,128.0,27,55,국내,남해영해,남해영해,뉴명성호,1,9.77,5~10톤미만,어선,0,0,0,0,0,34.73861111111111,128.46527777777777,34.74,128.47,2019-08-25
BS-2019-0703,냉동운반선 나우타·냉동운반선 카나 충돌사건,충돌,2019,10,2,18,50,16:00~20:00,가을,북,34.0,4,0,동,128.0,40,54,국내,남해영해,남해영해,나우타,1,4190.0,"1,000~5,000톤미만",화물선,0,0,0,0,0,34.06666666666667,128.68166666666664,34.07,128.68,2019-10-02
BS-2019-0712,어선 수성호·어선 남경호 충돌사건,충돌,2019,10,5,5,59,04:00~08:00,가을,북,34.0,53,56,동,128.0,6,12,국내,남해영해,남해영해,수성호,1,3.28,3~5톤미만,어선,0,0,0,1,1,34.89888888888889,128.10333333333332,34.9,128.1,2019-10-05
BS-2019-0715,일반화물선 아사카호·일반화물선 장호영호 충돌사건,충돌,2019,10,7,10,0,08:00~12:00,가을,북,35.0,12,12,동,128.0,35,45,국내,남해영해,남해영해,아사카호,1,1130.0,"1,000~5,000톤미만",화물선,0,0,0,0,0,35.20333333333333,128.59583333333333,35.2,128.6,2019-10-07
BS-2019-0725,모터보트 에스에이1호·모터보트 복강호 충돌사건,충돌,2019,10,9,16,0,16:00~20:00,가을,북,35.0,4,14,동,128.0,26,27,국내,남해영해,남해영해,에스에이1호,1,1.24,1~2톤미만,수상레저기구,0,0,0,1,1,35.07055555555556,128.44083333333333,35.07,128.44,2019-10-09
BS-2019-0756,어선 어복호·모터보트 풍전레저호 충돌사건,충돌,2019,10,22,10,30,08:00~12:00,가을,북,35.0,4,23,동,128.0,27,7,국내,남해영해,남해영해,어복호,1,2.68,2~3톤미만,어선,0,0,0,0,0,35.073055555555555,128.45194444444442,35.07,128.45,2019-10-22
BS-2019-0789,모터보트 블루마린호·어선 화암호 충돌사건,충돌,2019,11,1,14,18,12:00~16:00,가을,북,34.0,56,0,동,128.0,59,0,국내,남해영해,남해영해,블루마린호,1,2.8,2~3톤미만,수상레저기구,0,0,0,0,0,34.93333333333333,128.98333333333332,34.93,128.98,2019-11-01
BS-2019-0793,낚시어선 제2대영호·선명미상 고무보트 충돌사건,충돌,2019,11,2,7,10,04:00~08:00,가을,북,35.0,0,34,동,128.0,49,7,국내,남해영해,남해영해,제2대영호,1,2.57,2~3톤미만,어선,0,0,0,0,0,35.00944444444445,128.8186111111111,35.01,128.82,2019-11-02
BS-2019-0809,낚시어선 제우스호·어선 용성호 충돌사건,충돌,2019,11,7,8,36,08:00~12:00,가을,북,34.0,46,6,동,128.0,27,22,국내,남해영해,남해영해,제우스호,1,9.77,5~10톤미만,어선,0,0,0,1,1,34.76833333333333,128.4561111111111,34.77,128.46,2019-11-07
BS-2019-0810,어선 신영호·낚시어선 에이스호 충돌사건,충돌,2019,11,7,14,0,12:00~16:00,가을,북,34.0,58,0,동,128.0,58,0,국내,남해영해,남해영해,신영호,1,7.31,5~10톤미만,어선,0,0,0,0,0,34.96666666666667,128.96666666666667,34.97,128.97,2019-11-07
BS-2019-0811,낚시어선 피오르드호·무동력선 두꺼비10호 충돌사건,충돌,2019,11,7,13,43,12:00~16:00,가을,북,35.0,4,55,동,128.0,43,3,국내,남해영해,남해영해,피오르드호,1,9.77,5~10톤미만,어선,0,0,0,0,0,35.081944444444446,128.7175,35.08,128.72,2019-11-07
BS-2019-0827,어선 제3어성호· 어선 2동해호 충돌사건,충돌,2019,11,7,10,51,08:00~12:00,가을,북,35.0,39,6,동,129.0,27,5,국내,동해영해,동해영해,제3어성호,1,6.45,5~10톤미만,어선,0,0,0,0,0,35.651666666666664,129.45138888888889,35.65,129.45,2019-11-07
BS-2019-0828,어선 금광호·낚시어선 아리아호 충돌사건,충돌,2019,11,10,10,29,08:00~12:00,가을,북,34.0,55,32,동,128.0,57,47,국내,남해영해,남해영해,금광호,1,3.4,3~5톤미만,어선,0,0,0,0,0,34.925555555555555,128.96305555555554,34.93,128.96,2019-11-10
BS-2019-0832,일반화물선 에스엠3호·석유제품운반선 코도쿠마루 충돌사건,충돌,2019,9,29,14,55,12:00~16:00,가을,북,33.0,56,30,동,130.0,51,42,국외,기타,기타,에스엠 3호 ,1,1493.0,"1,000~5,000톤미만",화물선,0,0,0,0,0,33.94166666666666,130.86166666666665,33.94,130.86,2019-09-29
BS-2019-0839,어선 백구호·고무보트 보스호 충돌사건,충돌,2019,11,16,10,47,08:00~12:00,가을,북,34.0,53,2,동,128.0,57,24,국내,남해영해,남해영해,백구호,1,4.98,3~5톤미만,어선,0,0,0,0,0,34.88388888888889,128.95666666666665,34.88,128.96,2019-11-16
BS-2019-0856,낚시어선 해그린호·어선 지아호 충돌사건,충돌,2019,11,21,17,41,16:00~20:00,가을,북,34.0,44,23,동,128.0,24,16,국내,남해영해,남해영해,해그린호,1,9.77,5~10톤미만,어선,0,0,0,0,0,34.73972222222222,128.40444444444444,34.74,128.4,2019-11-21
BS-2019-0858,낚시어선 스텔라호 어선 태경38호 충돌사건,충돌,2019,11,22,17,2,16:00~20:00,가을,북,34.0,56,0,동,128.0,56,52,국내,남해영해,남해영해,스텔라호,1,9.77,5~10톤미만,어선,0,0,0,4,4,34.93333333333333,128.9477777777778,34.93,128.95,2019-11-22
BS-2019-0931,어선 제3진안호ㆍ어선 대성호 충돌사건,충돌,2019,12,18,15,8,12:00~16:00,겨울,북,34.0,46,8,동,128.0,32,44,국내,남해영해,남해영해,제3진안호,1,3.09,3~5톤미만,어선,0,0,0,0,0,34.76888888888889,128.54555555555555,34.77,128.55,2019-12-18
BS-2020-0027,예선 지원3호ㆍ어선 영진호 충돌사건,충돌,2019,12,12,10,42,08:00~12:00,겨울,북,35.0,28,38,동,129.0,25,45,국내,동해영해,동해영해,지원3호,1,124.0,100~500톤미만,예인선,0,0,0,0,0,35.477222222222224,129.42916666666665,35.48,129.43,2019-12-12
DH-2019-0283,예인선 102다양호의 피예인부선 포항2호ㆍ어선 대해호 충돌사건,충돌,2019,8,5,6,41,04:00~08:00,여름,북,36.0,5,35,동,129.0,32,21,국내,동해영해,동해영해,포항2호,1,130.0,100~500톤미만,기타선,0,0,0,0,0,36.09305555555556,129.53916666666666,36.09,129.54,2019-08-05
DH-2019-0284,어선 장성호ㆍ어선 하나호 충돌사건,충돌,2019,8,8,7,32,04:00~08:00,여름,북,36.0,7,11,동,129.0,33,46,국내,동해영해,동해영해,장성호,1,5.8,5~10톤미만,어선,0,0,0,0,0,36.11972222222222,129.5627777777778,36.12,129.56,2019-08-08
DH-2019-0393,"일체형압항선 고려105호의 압항부선 해양105호, 어선 대왕호 충돌사건",충돌,2019,11,2,3,59,00:00~04:00,가을,북,35.0,47,37,동,129.0,32,48,국내,동해영해,동해영해,해양105호,1,966.0,"500~1,000톤미만",기타선,0,0,0,0,0,35.79361111111111,129.54666666666665,35.79,129.55,2019-11-02
DH-2019-0408,"산적화물선 광양7호, 어선 동원호 충돌사건",충돌,2019,11,8,16,59,16:00~20:00,가을,북,36.0,2,45,동,129.0,37,16,국내,동해영해,동해영해,광양7호,1,4570.0,"1,000~5,000톤미만",화물선,0,0,0,0,0,36.04583333333333,129.6211111111111,36.05,129.62,2019-11-08
DH-2019-0414,"예인선 용문호, 어선 500근해호 충돌사건",충돌,2019,11,12,17,55,16:00~20:00,가을,북,36.0,5,0,동,129.0,34,0,국내,동해영해,동해영해,용문호,1,47.0,30~50톤미만,예인선,0,0,0,0,0,36.083333333333336,129.56666666666666,36.08,129.57,2019-11-12
DH-2019-0462,"어선 남성호, 일반화물선 보통(BO TONG) 충돌사건",충돌,2019,12,13,6,25,04:00~08:00,겨울,북,36.0,8,0,동,129.0,31,0,국내,동해영해,동해영해,남성호,1,3.28,3~5톤미만,어선,0,0,0,0,0,36.13333333333333,129.51666666666668,36.13,129.52,2019-12-13
DH-2020-0002,"어선 제83양진호, 어선 제2005성광호 충돌사건",충돌,2019,12,21,17,8,16:00~20:00,겨울,북,36.0,12,0,동,129.0,41,0,국내,동해영해,동해영해,제83양진호,1,50.0,50~100톤미만,어선,0,0,0,0,0,36.2,129.68333333333334,36.2,129.68,2019-12-21
DH-2020-0014,"어선 제25일성호, 냉동운반선 스바루 충돌사건",충돌,2019,12,1,15,6,12:00~16:00,겨울,북,35.0,51,35,동,129.0,45,48,국내,동해영해,동해영해,제25일성호,1,29.0,25~30톤미만,어선,0,0,0,0,0,35.859722222222224,129.76333333333332,35.86,129.76,2019-12-01
MP-2019-1377,"낚시어선 짱구호, 낚시어선 헌터호 충돌사건",충돌,2019,12,17,12,13,12:00~16:00,겨울,북,34.0,35,11,동,127.0,45,33,국내,남해영해,남해영해,헌터호,2,4.93,3~5톤미만,어선,0,0,0,0,0,34.58638888888889,127.75916666666669,34.59,127.76,2019-12-17
MP-2019-1376,"어선 오공호, 어선 화성호 충돌사건",충돌,2019,12,18,23,0,20:00~24:00,겨울,북,34.0,33,12,동,127.0,41,0,국내,남해영해,남해영해,화성호,2,3.49,3~5톤미만,어선,0,0,0,0,0,34.55333333333333,127.68333333333334,34.55,127.68,2019-12-18
MP-2019-1372,"어선 800형빈호,어선 7화원호, 모터보트 선창호, 모터보트 돌또미호, 모터보트 이호호 충돌사건",충돌,2019,12,16,16,15,16:00~20:00,겨울,북,33.0,31,6,동,126.0,31,58,국내,개항 및 진입수로,"제주항, 서귀포항",이호호,5,0.0,미상,수상레저기구,0,0,0,0,0,33.51833333333333,126.53277777777778,33.52,126.53,2019-12-16
MP-2019-1321,"어선 유성호, 어선 재현호 충돌사건",충돌,2019,12,5,12,31,12:00~16:00,겨울,북,34.0,30,8,동,127.0,7,44,국내,남해영해,남해영해,재현호,2,1.09,1~2톤미만,어선,1,0,1,0,1,34.50222222222222,127.12888888888888,34.5,127.13,2019-12-05
MP-2019-1308,"어선 제707동남호, 어선 광림호 충돌사건",충돌,2019,12,5,2,32,00:00~04:00,겨울,북,35.0,3,0,동,125.0,35,0,국외,서해공해,서해공해,광림호,2,29.0,25~30톤미만,어선,0,0,0,0,0,35.05,125.58333333333331,35.05,125.58,2019-12-05
MP-2019-1277,"낚시어선 인어스호, 낚시어선 포인트호 충돌사건",충돌,2019,12,1,6,44,04:00~08:00,겨울,북,34.0,31,27,동,127.0,7,27,국내,남해영해,남해영해,포인트호,2,4.99,3~5톤미만,어선,0,0,0,7,7,34.524166666666666,127.12416666666664,34.52,127.12,2019-12-01
MP-2019-1266,"어선 재원호, 부선 신흥9003호 충돌사건",충돌,2019,11,26,6,36,04:00~08:00,가을,북,34.0,34,54,동,127.0,42,28,국내,남해영해,남해영해,신흥9003,2,2114.0,"1,000~5,000톤미만",기타선,0,0,0,0,0,34.58166666666667,127.70777777777778,34.58,127.71,2019-11-26
MP-2019-1259,"어선 205남양호, 어선 만복호 충돌사건",충돌,2019,11,25,10,56,08:00~12:00,가을,북,34.0,47,26,동,126.0,24,42,국내,서해영해,서해영해,만복호,2,9.77,5~10톤미만,어선,0,0,0,0,0,34.79055555555556,126.41166666666668,34.79,126.41,2019-11-25
MP-2019-1258,"어선 제208득명호, 어선 제2027영일호 충돌사건",충돌,2019,11,25,15,42,12:00~16:00,가을,북,34.0,47,4,동,126.0,23,17,국내,개항 및 진입수로,목포항 및 진입수로,제2027영일호,2,21.0,20~25톤미만,어선,0,0,0,0,0,34.78444444444444,126.38805555555555,34.78,126.39,2019-11-25
MP-2019-1250,"여객선 아리온제주호, 산적화물선 세주신광호 충돌사건",충돌,2019,11,23,12,52,12:00~16:00,가을,북,33.0,31,15,동,126.0,32,10,국내,개항 및 진입수로,"제주항, 서귀포항",세주신광호,2,5310.0,"5,000~10,000톤미만",화물선,0,0,0,0,0,33.520833333333336,126.53611111111113,33.52,126.54,2019-11-23
MP-2019-1244,"준설선 세진호, 어선 평산호 충돌사건",충돌,2019,11,22,21,32,20:00~24:00,가을,북,34.0,44,12,동,127.0,44,31,국내,남해영해,남해영해,평산호,2,2.99,2~3톤미만,어선,0,0,0,0,0,34.736666666666665,127.74194444444444,34.74,127.74,2019-11-22
MP-2019-1221,"어선 제308해성호, 어선 진영호 충돌사건",충돌,2019,11,16,3,4,00:00~04:00,가을,북,34.0,36,31,동,127.0,43,36,국내,남해영해,남해영해,진영호,2,4.93,3~5톤미만,어선,0,0,0,0,0,34.60861111111111,127.72666666666667,34.61,127.73,2019-11-16
MP-2019-1219,"어선 기훈호, 낚시어선 연하호 충돌사건",충돌,2019,11,16,7,6,04:00~08:00,가을,북,34.0,14,27,동,126.0,46,10,국내,남해영해,남해영해,연하호,2,2.53,2~3톤미만,어선,0,0,0,0,0,34.240833333333335,126.76944444444445,34.24,126.77,2019-11-16
MP-2019-1214,"산적화물선 일현정호, 어선 제2008성해호 충돌사건",충돌,2019,11,14,1,30,00:00~04:00,가을,북,34.0,20,2,동,127.0,19,12,국내,남해영해,남해영해,제2008성해호,2,89.0,50~100톤미만,어선,0,0,0,0,0,34.33388888888889,127.32,34.33,127.32,2019-11-14
MP-2019-1186,"예인선 덕산202호, 어선 1명진호 충돌사건",충돌,2019,11,8,10,7,08:00~12:00,가을,북,34.0,52,48,동,126.0,23,24,국내,서해영해,서해영해,1명진호,2,21.0,20~25톤미만,어선,0,0,0,0,0,34.88,126.39,34.88,126.39,2019-11-08
MP-2019-1179,"어선 성진5호, 어선 무진호 충돌사건",충돌,2019,11,6,7,7,04:00~08:00,가을,북,34.0,13,23,동,125.0,29,17,국내,서해영해,서해영해,무진호,2,4.95,3~5톤미만,어선,0,0,0,0,0,34.223055555555554,125.48805555555556,34.22,125.49,2019-11-06
MP-2019-1172,석유제품운반선 바오후아8 일반화물선 텡셩 충돌사건,충돌,2019,11,4,19,57,16:00~20:00,가을,북,34.0,3,25,동,126.0,43,24,국내,남해영해,남해영해,텡셩,2,2672.0,"1,000~5,000톤미만",화물선,0,0,0,0,0,34.05694444444444,126.72333333333331,34.06,126.72,2019-11-04
MP-2019-1129,"어선 제31용성호, 어선 제2태웅호 충돌사건",충돌,2019,8,8,16,20,16:00~20:00,여름,북,33.0,28,40,동,126.0,56,4,국내,남해영해,남해영해,제2태웅호,2,6.44,5~10톤미만,어선,0,0,0,0,0,33.47777777777778,126.93444444444444,33.48,126.93,2019-08-08
MP-2019-1115,"일반화물선 제이엔에스3, 예인선 전남912호 충돌사건",충돌,2019,10,27,15,10,12:00~16:00,가을,북,34.0,46,51,동,126.0,25,15,국내,서해영해,서해영해,전남912호,2,69.0,50~100톤미만,예인선,0,0,0,0,0,34.780833333333334,126.42083333333332,34.78,126.42,2019-10-27
MP-2019-1109,"어선 제16명성호, 어선 영창호 충돌사건",충돌,2019,10,24,8,15,08:00~12:00,가을,북,34.0,10,30,동,126.0,3,50,국내,서해영해,서해영해,영창호,2,7.93,5~10톤미만,어선,0,0,0,0,0,34.175,126.06388888888888,34.17,126.06,2019-10-24
MP-2019-1089,"어선 2019하람호, 어선 수광호 충돌사건",충돌,2019,10,22,22,0,20:00~24:00,가을,북,35.0,0,0,동,125.0,42,0,국내,서해영해,서해영해,수광호,2,5.6,5~10톤미만,어선,0,0,0,2,2,35.0,125.7,35.0,125.7,2019-10-22
MP-2019-1082,"낚시어선 진조호, 어선 수동호 충돌사건",충돌,2019,10,17,13,27,12:00~16:00,가을,북,34.0,41,47,동,127.0,42,59,국내,남해영해,남해영해,수동호,2,3.71,3~5톤미만,어선,0,0,0,2,2,34.69638888888888,127.71638888888889,34.7,127.72,2019-10-17
MP-2019-1078,"여객선 금오고속페리호, 어선 신성호 충돌사건",충돌,2019,10,11,17,23,16:00~20:00,가을,북,34.0,37,56,동,127.0,42,18,국내,남해영해,남해영해,신성호,2,1.82,1~2톤미만,어선,0,0,0,1,1,34.632222222222225,127.705,34.63,127.7,2019-10-11
MP-2019-1077,"어선 203남해호, 어선 하신호 충돌사건",충돌,2019,10,18,6,53,04:00~08:00,가을,북,34.0,25,0,동,125.0,46,0,국내,서해영해,서해영해,하신호,2,9.77,5~10톤미만,어선,0,0,0,6,6,34.416666666666664,125.76666666666668,34.42,125.77,2019-10-18
MP-2019-1060,"어선 2007신광호, 어선 장덕호 충돌사건",충돌,2019,10,17,0,29,00:00~04:00,가을,북,33.0,37,0,동,125.0,40,0,국외,남해공해,남해공해,장덕호,2,29.0,25~30톤미만,어선,0,0,0,0,0,33.61666666666667,125.66666666666669,33.62,125.67,2019-10-17
MP-2019-1027,"어선 제555창영호, 부선 태광9호 충돌사건",충돌,2019,10,8,5,20,04:00~08:00,가을,북,34.0,34,43,동,127.0,45,6,국내,남해영해,남해영해,태광9,2,370.0,100~500톤미만,기타선,0,0,0,0,0,34.578611111111115,127.75166666666668,34.58,127.75,2019-10-08
MP-2019-0986,"낚시어선 포르투나호, 어선 제108신광호 충돌사건",충돌,2019,9,28,20,5,20:00~24:00,가을,북,34.0,12,11,동,127.0,53,2,국내,남해영해,남해영해,제108신광호,2,9.77,5~10톤미만,어선,0,0,0,0,0,34.20305555555556,127.88388888888888,34.2,127.88,2019-09-28
IC-2019-0395,"석유제품운반선 칼리오페호, 어선 제2005제일호 충돌사건",충돌,2019,7,16,4,40,04:00~08:00,여름,북,36.0,12,0,동,125.0,48,0,국내,서해영해,서해영해,칼리오페호,1,4960.0,"1,000~5,000톤미만",유조선,0,0,0,0,0,36.2,125.8,36.2,125.8,2019-07-16
IC-2019-0453,"어선 명성호, 모터보트 호호 충돌사건",충돌,2019,8,3,8,57,08:00~12:00,여름,북,36.0,7,24,동,126.0,28,29,국내,서해영해,서해영해,명성호,1,3.65,3~5톤미만,어선,0,0,0,0,0,36.123333333333335,126.47472222222224,36.12,126.47,2019-08-03
IC-2019-0468,"예인선 우선호, 부선 서해3500호 충돌사건",충돌,2019,8,5,23,59,20:00~24:00,여름,북,35.0,47,21,동,126.0,28,30,국내,서해영해,서해영해,우성호,1,38.0,30~50톤미만,예인선,0,0,0,0,0,35.78916666666667,126.475,35.79,126.48,2019-08-05
IC-2019-0496,"어선 장덕호, 어선 유진호 충돌사건",충돌,2019,8,19,5,20,04:00~08:00,여름,북,35.0,45,15,동,126.0,26,31,국내,서해영해,서해영해,장덕호,1,7.93,5~10톤미만,어선,0,0,0,0,0,35.75416666666667,126.44194444444445,35.75,126.44,2019-08-19
IC-2019-0500,"어선 제1858만봉호, 어선 320태양호 충돌사건",충돌,2019,8,21,0,38,00:00~04:00,여름,북,36.0,3,0,동,125.0,26,0,국외,서해공해,서해공해,제1858만봉호,1,44.0,30~50톤미만,어선,0,0,0,0,0,36.05,125.43333333333334,36.05,125.43,2019-08-21
IC-2019-0507,"어선 해성호, 레저보트 선명무 충돌사건",충돌,2019,8,23,12,4,12:00~16:00,여름,북,35.0,56,18,동,126.0,31,19,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",해성호,1,1.12,1~2톤미만,어선,0,0,0,0,0,35.93833333333333,126.52194444444444,35.94,126.52,2019-08-23
IC-2019-0548,"어선 종진호, 어선 제206창신호 충돌사건",충돌,2019,8,29,9,20,08:00~12:00,여름,북,36.0,4,0,동,126.0,23,0,국내,서해영해,서해영해,종진호,1,24.0,20~25톤미만,어선,0,0,0,0,0,36.06666666666667,126.38333333333334,36.07,126.38,2019-08-29
IC-2019-0576,"어선 대운호, 어선 재경호 충돌사건",충돌,2019,9,5,14,14,12:00~16:00,가을,북,35.0,34,45,동,126.0,27,29,국내,서해영해,서해영해,대운호,1,3.75,3~5톤미만,어선,0,0,0,0,0,35.57916666666667,126.45805555555556,35.58,126.46,2019-09-05
IC-2019-0637,"낚시어선 진피싱호, 어선 해인호 충돌사건",충돌,2019,9,21,6,59,04:00~08:00,가을,북,35.0,37,50,동,126.0,27,24,국내,서해영해,서해영해,진피싱호,1,9.77,5~10톤미만,어선,0,0,0,0,0,35.63055555555555,126.45666666666666,35.63,126.46,2019-09-21
IC-2019-0646,"낚시어선 피싱마린호, 모터보트 이레호 충돌사건",충돌,2019,9,24,7,59,04:00~08:00,가을,북,36.0,12,27,동,126.0,29,24,국내,서해영해,서해영해,피싱마린호,1,9.77,5~10톤미만,어선,0,0,0,0,0,36.2075,126.49,36.21,126.49,2019-09-24
IC-2019-0701,"어선 제207유신호, 석유제품운반선 프로 오닉스 충돌사건",충돌,2019,10,6,0,12,00:00~04:00,가을,북,36.0,12,1,동,125.0,51,4,국내,서해영해,서해영해,제207유신호,1,74.0,50~100톤미만,어선,0,0,0,0,0,36.20027777777778,125.85111111111112,36.2,125.85,2019-10-06
IC-2019-0868,"플레저보트 홍익더불어호, 낚시어선 가마우지호 충돌사건",충돌,2019,11,24,15,0,12:00~16:00,가을,북,35.0,50,16,동,126.0,29,15,국내,서해영해,서해영해,홍익더불어호,1,21.0,20~25톤미만,기타선,0,0,0,0,0,35.83777777777778,126.4875,35.84,126.49,2019-11-24
IC-2019-0877,"어선 85대양호, 낚시어선 뉴빅토리호 충돌사건",충돌,2019,10,23,5,10,04:00~08:00,가을,북,35.0,55,58,동,126.0,31,39,국내,개항 및 진입수로,"장항항,군산항 및 진입수로",85대양호,1,12.0,10~15톤미만,어선,0,0,0,0,0,35.93277777777777,126.5275,35.93,126.53,2019-10-23
IC-2019-0911,"무등록선 해성호, 어선 평화호 충돌사건",충돌,2019,12,8,18,30,16:00~20:00,겨울,북,35.0,59,10,동,126.0,38,56,국내,서해영해,서해영해,해성호,1,3.0,3~5톤미만,어선,0,0,0,0,0,35.986111111111114,126.64888888888888,35.99,126.65,2019-12-08
MP-2019-0940,"예인선 63백두호의 피예인부선 102백두호, 무등록선박 부선 충돌사건",충돌,2019,9,18,19,41,16:00~20:00,가을,북,34.0,51,0,동,126.0,12,0,국내,서해영해,서해영해,무등록선박,2,0.0,미상,기타선,0,0,0,0,0,34.85,126.2,34.85,126.2,2019-09-18
MP-2019-0831,"어선 제5진성호, 어선 제2어성호 충돌사건",충돌,2019,8,28,11,30,08:00~12:00,여름,북,34.0,48,8,동,126.0,21,43,국내,서해영해,서해영해,제2어성호,2,7.93,5~10톤미만,어선,0,0,0,0,0,34.80222222222222,126.36194444444445,34.8,126.36,2019-08-28
MP-2019-0719,"어선 영덕호, 무등록선박 충돌사건",충돌,2019,8,5,12,41,12:00~16:00,여름,북,34.0,39,16,동,127.0,33,47,국내,남해영해,남해영해,무등록선박,2,0.5,1톤미만,어선,0,0,0,1,1,34.654444444444444,127.56305555555556,34.65,127.56,2019-08-05
MP-2019-0717,"어선 제707남영호, 어선 제3은성호 충돌사건",충돌,2019,8,5,3,8,00:00~04:00,여름,북,33.0,34,0,동,126.0,11,0,국내,남해영해,남해영해,제3은성호,2,9.77,5~10톤미만,어선,0,0,0,0,0,33.56666666666667,126.18333333333334,33.57,126.18,2019-08-05
MP-2019-0680,"어선 조일호, 낚시어선 해성호 충돌사건",충돌,2019,7,27,13,31,12:00~16:00,여름,북,34.0,29,34,동,127.0,47,49,국내,남해영해,남해영해,해성호,2,3.1,3~5톤미만,어선,0,0,0,5,5,34.49277777777778,127.79694444444443,34.49,127.8,2019-07-27
MP-2019-0678,"어선 우성호, 어선 루펭연유017 충돌사건",충돌,2019,7,27,12,20,12:00~16:00,여름,북,34.0,31,0,동,125.0,17,0,국내,서해영해,서해영해,루펭연유017,2,1408.0,"1,000~5,000톤미만",어선,0,0,0,0,0,34.516666666666666,125.28333333333332,34.52,125.28,2019-07-27
MP-2019-0655,어선 제211은진호·어선 범승호 충돌사건,충돌,2019,7,25,13,7,12:00~16:00,여름,북,34.0,21,28,동,125.0,57,8,국내,서해영해,서해영해,범승호,2,23.0,20~25톤미만,어선,0,0,0,0,0,34.35777777777778,125.95222222222222,34.36,125.95,2019-07-25
MP-2019-0649,어선 1해진호 어선 황금호 충돌사건,충돌,2019,7,24,17,24,16:00~20:00,여름,북,35.0,18,55,동,125.0,48,31,국내,서해영해,서해영해,황금호,2,9.77,5~10톤미만,어선,0,0,0,4,4,35.31527777777777,125.8086111111111,35.32,125.81,2019-07-24
MP-2019-0641,어선 성해호 어선 남해호 충돌사건,충돌,2019,7,23,17,3,16:00~20:00,여름,북,34.0,48,13,동,126.0,21,40,국내,서해영해,서해영해,남해호,2,2.26,2~3톤미만,어선,0,0,0,0,0,34.80361111111111,126.3611111111111,34.8,126.36,2019-07-23
MP-2019-0591,"어선 태진호, 어선 기풍어 00188 충돌사건",충돌,2019,7,15,14,52,12:00~16:00,여름,북,34.0,3,39,동,125.0,58,53,국내,서해영해,서해영해,기풍어00188,2,168.0,100~500톤미만,어선,0,0,0,0,0,34.06083333333333,125.98138888888889,34.06,125.98,2019-07-15
MP-2019-0586,어선 장성호 무등록선박 석화호 충돌사건,충돌,2019,7,14,13,58,12:00~16:00,여름,북,34.0,31,30,동,127.0,7,53,국내,남해영해,남해영해,석화호,2,0.5,1톤미만,수상레저기구,0,0,0,0,0,34.525,127.13138888888888,34.52,127.13,2019-07-14
